unit,cohort,sample_id,source_shard,target,orientation,zoom,latent_shift,norm_offset,pixel_shift,opp_na,strict_identity,PRE_L_CORRECT,PRE_L_IDENTITY,PRE_M_IDENTITY,PRE_M_OPPOSITE,PRE_M_SHUFFLED,PRE_S_OPPOSITE_relrms,PRE_best3,MID_L_CORRECT,MID_L_IDENTITY,MID_M_IDENTITY,MID_M_OPPOSITE,MID_M_SHUFFLED,MID_S_OPPOSITE_relrms,MID_best3,POST_L_CORRECT,POST_L_IDENTITY,POST_M_IDENTITY,POST_M_OPPOSITE,POST_M_SHUFFLED,POST_S_OPPOSITE_relrms,POST_best3
197,camera,10463531,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1759,1.750,0.2143,-28.0,0,0,0.472399,0.473633,0.001235,0.001415,-0.000019,0.061966,0.250,0.472253,0.473488,0.001235,-0.000371,-0.000026,0.042773,0.250,0.473177,0.474718,0.001541,-0.000350,0.000030,0.042488,0.250
198,camera,10137988,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1541,0.844,0.6588,13.5,0,0,0.607423,0.609044,0.001621,0.000680,0.000808,0.022451,0.250,0.606975,0.608502,0.001528,-0.000006,0.000428,0.017228,0.750,0.607329,0.609996,0.002667,0.000306,0.000437,0.016722,0.500
199,camera,10511396,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1875,1.281,0.3048,-20.5,0,0,0.461554,0.463606,0.002052,0.002369,0.002831,0.038911,0.500,0.457110,0.461757,0.004647,0.003414,0.000109,0.033038,0.750,0.457867,0.461134,0.003267,0.002810,-0.000151,0.029706,0.250
200,camera,10413532,data/2_2026.1/shard-000084.tar,256x256,horizontal,1.2624,4.500,0.9737,72.0,0,0,0.740287,0.730804,-0.009484,0.005224,-0.006344,0.147095,0.000,0.728724,0.732274,0.003549,0.005705,0.005243,0.088925,1.000,0.728092,0.730809,0.002717,0.005601,0.005452,0.091762,1.000
201,camera,10443095,data/2_2026.1/shard-000084.tar,256x256,vertical,1.2279,0.750,0.5923,12.0,0,0,0.424202,0.422488,-0.001714,0.000306,0.013859,0.017437,0.000,0.423557,0.423035,-0.000522,-0.000591,0.000666,0.020327,0.000,0.422990,0.422722,-0.000268,-0.000675,0.000576,0.023323,0.250
202,camera,10099671,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1075,1.688,0.9655,27.0,0,0,0.471248,0.479838,0.008590,0.009294,0.005449,0.110851,0.750,0.468048,0.477369,0.009321,0.010894,0.006308,0.102701,0.750,0.465690,0.473792,0.008101,0.012350,0.006875,0.103733,0.750
203,camera,124503,data/1_2024/shard-000477.tar,256x256,vertical,1.1267,1.906,0.9420,30.5,0,0,0.337313,0.338228,0.000915,0.014196,0.015779,0.065979,0.500,0.334741,0.337693,0.002952,0.013300,0.013419,0.060440,0.250,0.331079,0.334941,0.003863,0.011687,0.011576,0.055506,1.000
204,camera,7741503,data/1_2024/shard-000477.tar,256x256,vertical,1.1776,1.844,0.2020,-29.5,0,0,0.569291,0.568497,-0.000794,0.000139,0.000140,0.033652,0.000,0.566943,0.566456,-0.000487,-0.000075,0.000726,0.028217,0.500,0.568311,0.567549,-0.000762,-0.000843,0.000256,0.031022,0.500
205,camera,5121503,data/1_2024/shard-000477.tar,256x256,vertical,1.1990,2.312,0.8304,37.0,0,0,0.527917,0.537598,0.009682,0.014648,0.011682,0.108641,0.250,0.523220,0.534687,0.011467,0.015862,0.008349,0.089392,0.750,0.521901,0.534388,0.012487,0.017159,0.007606,0.092680,0.750
206,camera,5363503,data/1_2024/shard-000477.tar,256x256,vertical,1.3005,0.844,0.4237,-13.5,0,0,0.599646,0.597185,-0.002461,-0.010338,0.018328,0.066162,0.000,0.583162,0.589823,0.006661,-0.000137,0.009046,0.034858,0.250,0.581991,0.585905,0.003914,0.000554,0.009584,0.029962,0.250
207,camera,529503,data/1_2024/shard-000477.tar,256x256,vertical,1.1826,0.875,0.6373,14.0,0,0,0.792636,0.790299,-0.002336,-0.000730,0.001474,0.026382,0.000,0.790408,0.790793,0.000385,-0.000217,0.001020,0.027002,0.250,0.791361,0.791194,-0.000167,-0.000611,0.001359,0.027628,0.000
208,camera,6450503,data/1_2024/shard-000477.tar,256x256,horizontal,1.1891,2.312,0.1509,-37.0,0,0,0.576471,0.575207,-0.001264,0.001712,-0.001352,0.061537,0.250,0.573096,0.574142,0.001047,0.000890,-0.002123,0.055703,0.250,0.575866,0.576146,0.000280,0.003100,-0.002086,0.053670,0.500
209,camera,2656503,data/1_2024/shard-000477.tar,256x256,horizontal,1.2055,1.562,0.7155,25.0,0,0,0.654842,0.653098,-0.001744,-0.000387,0.005702,0.040319,0.250,0.654909,0.654579,-0.000330,-0.000593,0.004200,0.029718,0.250,0.653228,0.653677,0.000449,-0.000483,0.003585,0.031264,0.250
210,camera,3830503,data/1_2024/shard-000477.tar,256x256,horizontal,1.1891,2.500,0.8774,40.0,0,0,0.440313,0.443413,0.003100,0.005863,-0.000325,0.075145,0.500,0.441241,0.447597,0.006356,0.007244,0.001311,0.057349,0.500,0.438734,0.444761,0.006027,0.008569,0.000503,0.065763,0.500
211,camera,7201503,data/1_2024/shard-000477.tar,256x256,vertical,1.2103,0.156,0.5210,2.5,0,0,0.524487,0.519961,-0.004526,-0.000118,0.003148,0.008153,0.000,0.519974,0.519623,-0.000351,-0.000042,-0.000254,0.006673,0.250,0.519669,0.519374,-0.000294,-0.000148,-0.000089,0.006764,0.000
212,camera,4722503,data/1_2024/shard-000477.tar,256x256,vertical,1.1891,1.875,0.7830,30.0,0,0,0.522834,0.523214,0.000380,0.000295,0.000814,0.047957,0.000,0.522172,0.522088,-0.000084,0.001479,0.000257,0.038849,0.750,0.523739,0.524121,0.000383,0.000710,0.000134,0.042755,0.500
213,camera,4676503,data/1_2024/shard-000477.tar,256x256,vertical,1.1180,1.688,0.9219,27.0,0,0,0.495639,0.494253,-0.001386,-0.000855,0.012990,0.043387,0.000,0.494327,0.494957,0.000630,0.001519,0.001448,0.037440,0.250,0.489811,0.489526,-0.000285,-0.000229,0.003261,0.037930,0.000
214,camera,3159503,data/1_2024/shard-000477.tar,256x256,vertical,1.1957,0.625,0.5909,10.0,0,0,0.677617,0.680183,0.002566,0.003641,0.002433,0.035801,0.500,0.676545,0.677986,0.001440,-0.000610,-0.001647,0.018035,0.000,0.675540,0.675400,-0.000140,-0.001194,-0.001144,0.020936,0.000
215,camera,5893503,data/1_2024/shard-000477.tar,256x256,vertical,1.1842,1.031,0.6602,16.5,0,0,0.527135,0.527042,-0.000093,0.000062,0.000329,0.022429,0.250,0.525908,0.526739,0.000831,-0.000197,-0.000136,0.024490,0.500,0.525828,0.527145,0.001317,0.000062,0.000217,0.023603,0.250
216,camera,2299503,data/1_2024/shard-000477.tar,256x256,vertical,1.1908,2.531,0.8785,40.5,0,0,0.915325,0.914275,-0.001050,0.001692,0.001446,0.087704,0.500,0.911846,0.914812,0.002965,0.004243,0.002088,0.074761,1.000,0.912522,0.915256,0.002734,0.003716,0.001412,0.085409,1.000
217,camera,1209503,data/1_2024/shard-000477.tar,256x256,horizontal,1.1826,2.250,0.1471,-36.0,0,0,0.599478,0.593926,-0.005552,-0.003159,-0.004865,0.055650,0.000,0.600070,0.596288,-0.003782,-0.002207,-0.003885,0.045678,0.250,0.599082,0.595004,-0.004078,-0.001229,-0.002736,0.045392,0.000
218,camera,5995503,data/1_2024/shard-000477.tar,256x256,vertical,1.2469,1.000,0.6127,16.0,0,0,0.570054,0.569912,-0.000141,0.000198,-0.000829,0.017413,0.500,0.569722,0.572184,0.002462,0.000817,0.000386,0.021289,0.500,0.567002,0.568968,0.001966,0.000829,0.000264,0.024292,0.750
219,camera,2199503,data/1_2024/shard-000477.tar,256x256,vertical,1.1859,1.312,0.7019,21.0,0,0,0.588466,0.587591,-0.000875,-0.000252,0.005083,0.038765,0.250,0.585993,0.587319,0.001327,0.000964,0.007182,0.026235,0.250,0.586679,0.587085,0.000406,0.000567,0.006012,0.027278,0.250
220,camera,2441503,data/1_2024/shard-000477.tar,256x256,vertical,1.1676,0.969,0.3333,-15.5,0,0,0.732076,0.730478,-0.001598,-0.002612,-0.003057,0.036483,0.250,0.732946,0.733670,0.000723,-0.001054,-0.001743,0.025682,0.250,0.734010,0.733957,-0.000053,-0.001619,-0.002307,0.023735,0.250
221,camera,2347503,data/1_2024/shard-000477.tar,256x256,vertical,1.1809,1.219,0.6931,19.5,0,0,0.484419,0.484163,-0.000256,0.001339,0.001405,0.026611,0.250,0.487808,0.486220,-0.001588,0.000088,0.000471,0.023397,0.500,0.482173,0.477685,-0.004488,-0.000944,0.001870,0.025931,0.500
222,camera,6532503,data/1_2024/shard-000477.tar,256x256,vertical,1.1891,3.250,0.0094,-52.0,0,0,0.533966,0.534431,0.000464,0.004444,-0.001160,0.080601,0.250,0.529177,0.531826,0.002649,0.003420,0.000970,0.047613,0.750,0.529532,0.530944,0.001413,0.001967,0.000379,0.047178,0.500
223,camera,183503,data/1_2024/shard-000477.tar,256x256,vertical,1.3302,2.344,0.3096,-37.5,0,0,0.744323,0.741864,-0.002459,-0.002457,-0.001497,0.056956,0.000,0.743447,0.743080,-0.000367,-0.000286,0.000199,0.033502,0.250,0.739273,0.739139,-0.000134,-0.000206,0.000551,0.035884,0.250
224,camera,3291503,data/1_2024/shard-000477.tar,256x256,vertical,1.1891,3.250,0.0094,-52.0,0,0,0.275008,0.272360,-0.002649,-0.000337,-0.001341,0.083932,0.000,0.271130,0.271500,0.000369,0.000875,0.000932,0.055069,0.250,0.271252,0.271574,0.000322,0.000958,0.000027,0.057757,0.500
225,camera,5735503,data/1_2024/shard-000477.tar,256x256,vertical,1.2216,1.938,0.7460,31.0,0,0,0.740100,0.739344,-0.000756,0.007676,0.000218,0.085738,0.250,0.741044,0.741434,0.000390,0.008009,0.001641,0.061410,0.500,0.740339,0.742047,0.001709,0.008704,0.003541,0.069109,0.500
226,camera,6004503,data/1_2024/shard-000477.tar,256x256,vertical,1.1743,2.156,0.8557,34.5,0,0,0.658255,0.657508,-0.000747,0.003060,0.001537,0.052465,0.250,0.659340,0.660328,0.000987,0.003033,0.001107,0.046949,0.250,0.657001,0.658500,0.001498,0.004094,0.001924,0.045933,0.750
227,camera,3538503,data/1_2024/shard-000477.tar,256x256,vertical,1.1891,2.812,0.0755,-45.0,0,0,0.613017,0.614424,0.001408,0.004431,-0.000236,0.102220,0.250,0.612540,0.614191,0.001650,0.004657,0.001107,0.074687,0.500,0.611821,0.613653,0.001833,0.007293,0.001189,0.083766,0.750
228,camera,619503,data/1_2024/shard-000477.tar,256x256,vertical,1.1693,0.188,0.5319,3.0,0,0,0.365488,0.375494,0.010006,0.004269,-0.000286,0.053847,0.250,0.367118,0.375489,0.008371,0.000892,-0.001971,0.011500,0.250,0.367837,0.374968,0.007131,0.000940,-0.002430,0.010743,0.500
229,camera,5066503,data/1_2024/shard-000477.tar,256x256,vertical,1.1541,1.906,0.1412,-30.5,0,0,0.338796,0.336672,-0.002124,-0.000428,-0.000253,0.039690,0.000,0.336895,0.339096,0.002201,0.001946,0.001231,0.029891,0.750,0.335736,0.338071,0.002335,0.001623,0.000727,0.029295,0.750
230,camera,2554503,data/1_2024/shard-000477.tar,256x256,vertical,1.1792,0.688,0.3900,-11.0,0,0,0.397175,0.389331,-0.007844,-0.007549,-0.003808,0.045042,0.000,0.397249,0.391000,-0.006249,-0.003827,-0.002006,0.030852,0.250,0.394664,0.387515,-0.007149,-0.006706,-0.002710,0.043656,0.000
231,camera,7465503,data/1_2024/shard-000477.tar,256x256,vertical,1.2247,0.375,0.4531,-6.0,0,0,0.536310,0.535906,-0.000404,0.001040,0.000715,0.017653,0.500,0.532646,0.535890,0.003243,-0.000012,0.001558,0.016470,0.250,0.534329,0.537557,0.003229,-0.000057,0.001128,0.014919,0.500
232,camera,7794503,data/1_2024/shard-000477.tar,256x256,vertical,1.3170,2.938,0.2500,-47.0,0,0,0.499568,0.489594,-0.009974,-0.003098,-0.010960,0.101638,0.000,0.483593,0.488016,0.004423,0.000591,-0.000533,0.051442,0.250,0.483920,0.489158,0.005238,0.000765,0.000159,0.052791,0.250
233,camera,8228503,data/1_2024/shard-000477.tar,256x256,vertical,1.1490,2.562,1.0000,41.0,0,0,0.488034,0.489649,0.001616,0.007637,-0.011232,0.070766,0.250,0.460373,0.486732,0.026359,0.028544,-0.000223,0.130182,0.500,0.463397,0.491176,0.027779,0.030486,-0.000219,0.141180,0.750
234,camera,851503,data/1_2024/shard-000477.tar,256x256,vertical,1.4402,0.469,0.5273,7.5,0,0,0.789430,0.775101,-0.014328,0.000165,-0.014104,0.019414,0.000,0.776045,0.773245,-0.002800,0.000204,-0.001716,0.019487,0.250,0.775541,0.772943,-0.002597,0.000362,-0.001523,0.020025,0.250
235,camera,1942503,data/1_2024/shard-000477.tar,256x256,vertical,1.1541,0.031,0.4941,-0.5,0,0,0.344327,0.340834,-0.003492,-0.000141,-0.001333,0.003752,0.000,0.345641,0.343466,-0.002176,-0.000564,-0.002299,0.009167,0.250,0.343811,0.342635,-0.001176,-0.000136,-0.002136,0.003702,0.000
236,camera,388503,data/1_2024/shard-000477.tar,256x256,vertical,1.1891,0.625,0.4057,-10.0,0,0,0.633242,0.636040,0.002797,-0.002406,-0.002988,0.028322,0.500,0.629028,0.637149,0.008121,-0.000802,-0.000769,0.023084,0.500,0.626328,0.635244,0.008915,-0.000219,-0.000013,0.023376,0.250
237,camera,4762503,data/1_2024/shard-000477.tar,256x256,vertical,1.3080,3.250,0.2143,-52.0,0,0,0.753167,0.748995,-0.004172,0.001309,-0.004293,0.117812,0.250,0.746862,0.750098,0.003235,0.005980,0.003968,0.068708,0.500,0.746348,0.747369,0.001021,0.005387,0.004751,0.061410,0.500
238,camera,2636503,data/1_2024/shard-000477.tar,256x256,vertical,1.1891,2.562,0.8868,41.0,0,0,0.684558,0.679826,-0.004732,-0.004631,0.002287,0.084346,0.000,0.677685,0.680739,0.003054,0.000970,0.005905,0.049999,0.500,0.675046,0.677482,0.002437,0.001298,0.003720,0.055902,0.250
239,camera,7069503,data/1_2024/shard-000477.tar,256x256,vertical,1.1826,1.188,0.3137,-19.0,0,0,0.374685,0.375604,0.000919,0.000980,-0.000094,0.030014,0.250,0.373584,0.375243,0.001659,0.001024,0.000045,0.023352,0.500,0.373857,0.376581,0.002725,0.001864,0.000073,0.023792,0.750
240,camera,2880503,data/1_2024/shard-000477.tar,256x256,horizontal,1.1743,1.219,0.7010,19.5,0,0,0.858440,0.861990,0.003550,0.000707,0.004403,0.059016,0.750,0.852216,0.859768,0.007552,0.000128,0.011263,0.052728,0.500,0.849598,0.856904,0.007306,0.001422,0.014801,0.050599,0.500
241,camera,2658503,data/1_2024/shard-000477.tar,256x256,vertical,1.4751,2.594,0.3621,-41.5,0,0,0.321984,0.305521,-0.016463,0.000637,-0.014249,0.059748,0.000,0.309688,0.306016,-0.003672,-0.001352,-0.004623,0.039947,0.000,0.306787,0.305396,-0.001391,-0.000768,-0.003189,0.043724,0.000
242,camera,7823503,data/1_2024/shard-000477.tar,256x256,vertical,1.1891,3.062,0.0377,-49.0,0,0,0.473098,0.483857,0.010758,0.010022,0.000376,0.106403,0.250,0.470571,0.483965,0.013394,0.005299,0.000568,0.061598,0.500,0.467955,0.480024,0.012069,0.009004,0.000951,0.070381,0.500
243,camera,5615503,data/1_2024/shard-000477.tar,256x256,vertical,1.1957,1.688,0.7455,27.0,0,0,0.525702,0.533813,0.008111,0.009513,0.009064,0.078767,0.750,0.522738,0.533294,0.010557,0.009404,0.010797,0.065683,1.000,0.517764,0.528182,0.010418,0.010402,0.010778,0.071288,0.750
244,camera,8019503,data/1_2024/shard-000477.tar,256x256,vertical,1.1891,1.438,0.7170,23.0,0,0,0.610607,0.609987,-0.000620,-0.001130,0.000346,0.041027,0.250,0.605994,0.606816,0.000822,-0.000204,0.000442,0.034657,0.500,0.606839,0.608515,0.001675,0.000648,0.000361,0.036043,0.750
245,camera,7907503,data/1_2024/shard-000477.tar,256x256,vertical,1.1285,0.188,0.4571,-3.0,0,0,0.598333,0.599049,0.000716,-0.000090,0.000696,0.008628,0.250,0.599823,0.600510,0.000688,0.000206,0.000182,0.007539,0.500,0.598921,0.600070,0.001149,0.000139,0.000034,0.007521,0.500
246,camera,552503,data/1_2024/shard-000477.tar,256x256,vertical,1.1973,2.031,0.7928,32.5,0,0,0.366239,0.365869,-0.000370,-0.001102,0.000281,0.075574,0.250,0.363374,0.365504,0.002130,0.000190,0.000233,0.050249,0.500,0.363420,0.365522,0.002102,0.000205,0.000304,0.052561,0.750
247,camera,1143503,data/1_2024/shard-000477.tar,256x256,vertical,1.1422,0.750,0.6538,12.0,0,0,0.577401,0.577724,0.000323,0.000403,0.000022,0.015026,0.250,0.576158,0.577263,0.001105,0.000274,0.000008,0.013714,0.500,0.574909,0.576064,0.001155,0.000646,-0.000156,0.014139,0.250
248,camera,6052503,data/1_2024/shard-000477.tar,256x256,horizontal,1.3288,3.438,0.7806,55.0,0,0,0.857773,0.847310,-0.010464,0.001391,-0.007740,0.115118,0.000,0.848655,0.849354,0.000699,-0.001479,0.000372,0.062454,0.250,0.847199,0.847364,0.000165,-0.002154,0.000694,0.061878,0.000
249,camera,1439503,data/1_2024/shard-000477.tar,256x256,horizontal,1.1891,2.125,0.1792,-34.0,0,0,0.840997,0.846014,0.005017,0.011438,0.008704,0.104806,0.500,0.836423,0.845207,0.008784,0.010295,0.009920,0.093037,0.750,0.834636,0.843799,0.009162,0.008925,0.009477,0.101527,1.000
250,camera,6963503,data/1_2024/shard-000477.tar,256x256,vertical,1.1456,2.188,0.0625,-35.0,0,0,0.368740,0.365571,-0.003169,-0.000646,-0.002644,0.054257,0.250,0.364955,0.364585,-0.000370,-0.002086,-0.001048,0.041951,0.250,0.361160,0.361679,0.000519,-0.001460,-0.000517,0.040578,0.000
251,camera,5432503,data/1_2024/shard-000477.tar,256x256,vertical,1.3332,2.531,0.7035,40.5,0,0,0.491268,0.483503,-0.007764,0.002182,-0.005610,0.064832,0.000,0.482443,0.485627,0.003183,0.002636,-0.000740,0.049012,0.250,0.483136,0.486278,0.003143,0.003330,-0.000607,0.048544,0.250
252,camera,3841503,data/1_2024/shard-000477.tar,256x256,vertical,1.3419,2.906,0.7268,46.5,0,0,0.393623,0.394473,0.000850,0.030624,-0.002853,0.152476,0.500,0.388294,0.396760,0.008467,0.018329,0.000305,0.096935,0.750,0.388537,0.392328,0.003790,0.017686,0.001121,0.093000,0.750
253,camera,240503,data/1_2024/shard-000477.tar,256x256,vertical,1.1473,1.219,0.2593,-19.5,0,0,0.333090,0.334725,0.001636,0.001247,0.001132,0.035129,0.250,0.332628,0.335403,0.002776,0.001276,0.000552,0.032979,0.500,0.332420,0.334356,0.001936,0.001122,0.000451,0.029943,0.750
254,camera,799503,data/1_2024/shard-000477.tar,256x256,vertical,1.1809,0.281,0.5446,4.5,0,0,0.407929,0.405322,-0.002608,-0.001114,-0.002193,0.024964,0.750,0.403238,0.403398,0.000160,-0.000981,-0.001524,0.018772,0.750,0.405003,0.404839,-0.000164,-0.000075,-0.000366,0.015313,0.250
255,camera,4999503,data/1_2024/shard-000477.tar,256x256,vertical,1.1891,0.250,0.4623,-4.0,0,0,0.309163,0.309330,0.000167,0.000093,-0.000267,0.006811,0.500,0.309163,0.308680,-0.000483,0.000116,-0.000343,0.008037,0.000,0.306334,0.306407,0.000072,0.000218,-0.000036,0.008091,0.500
256,camera,6868503,data/1_2024/shard-000477.tar,256x256,vertical,1.1842,0.406,0.5631,6.5,0,0,0.548744,0.548139,-0.000606,-0.000392,-0.000441,0.014147,0.500,0.548437,0.548744,0.000307,-0.000523,-0.000110,0.013770,0.750,0.545893,0.547845,0.001952,-0.000633,-0.000005,0.013576,0.500
257,camera,2603503,data/1_2024/shard-000477.tar,256x256,vertical,1.2055,0.312,0.5431,5.0,0,0,0.407095,0.407091,-0.000003,0.000362,0.002155,0.008962,0.250,0.405081,0.407959,0.002878,0.000292,0.001915,0.008687,0.250,0.403687,0.407203,0.003516,0.000229,0.001801,0.008938,0.250
258,camera,8099503,data/1_2024/shard-000477.tar,256x256,vertical,1.2311,0.750,0.5909,12.0,0,0,0.661436,0.663328,0.001892,0.002209,-0.002234,0.026486,0.250,0.660847,0.663347,0.002500,0.004557,-0.002752,0.027833,0.500,0.663132,0.664585,0.001453,0.004842,-0.003930,0.029709,0.500
259,camera,5444503,data/1_2024/shard-000477.tar,256x256,vertical,1.1859,0.875,0.3654,-14.0,0,0,0.605950,0.604991,-0.000959,0.000303,0.000894,0.018072,0.000,0.607856,0.607447,-0.000410,0.001099,-0.000462,0.016963,0.250,0.604853,0.603772,-0.001081,0.000361,0.000404,0.015519,0.000
260,camera,8060503,data/1_2024/shard-000477.tar,256x256,vertical,1.1891,0.375,0.4434,-6.0,0,0,0.757086,0.756692,-0.000394,0.000838,0.004377,0.021418,0.250,0.758092,0.757836,-0.000256,-0.000025,0.002077,0.015403,0.250,0.757607,0.758187,0.000580,0.000214,0.002253,0.013902,0.500
261,camera,5379503,data/1_2024/shard-000477.tar,256x256,vertical,1.3521,0.375,0.4717,-6.0,0,0,0.372473,0.370029,-0.002444,-0.000081,0.016583,0.008915,0.000,0.371303,0.370844,-0.000458,0.000026,0.000903,0.009276,0.250,0.370303,0.370438,0.000135,0.000432,0.000796,0.009416,0.250
262,camera,2173503,data/1_2024/shard-000477.tar,256x256,vertical,1.3244,2.344,0.3057,-37.5,0,0,0.595885,0.594374,-0.001511,0.002898,-0.008388,0.082403,0.250,0.587868,0.594821,0.006953,0.001102,0.002056,0.034969,0.500,0.585609,0.593085,0.007475,0.000825,0.001544,0.035343,0.500
263,camera,1824503,data/1_2024/shard-000477.tar,256x256,vertical,1.1180,1.500,0.1250,-24.0,0,0,0.723477,0.727461,0.003984,0.008344,0.007821,0.064654,0.500,0.722525,0.726240,0.003715,0.004103,0.003873,0.043630,0.500,0.726929,0.730195,0.003265,0.003797,0.003499,0.039131,0.500
264,camera,6359503,data/1_2024/shard-000477.tar,256x256,vertical,1.1891,3.250,0.9906,52.0,0,0,0.449844,0.445593,-0.004251,0.002188,-0.002765,0.091821,0.000,0.447861,0.446267,-0.001594,0.002185,-0.001222,0.057989,0.000,0.445818,0.444838,-0.000980,0.002695,-0.000321,0.055840,0.250
265,camera,2266503,data/1_2024/shard-000477.tar,256x256,horizontal,1.2279,1.312,0.6615,21.0,0,0,0.462309,0.463572,0.001262,-0.000158,0.003455,0.042934,0.250,0.461559,0.464065,0.002506,0.000606,0.005039,0.038060,0.500,0.461205,0.463713,0.002508,0.000084,0.005302,0.038499,0.500
266,camera,2903503,data/1_2024/shard-000477.tar,256x256,horizontal,1.2279,1.062,0.3692,-17.0,0,0,0.614962,0.620900,0.005938,0.004440,0.001926,0.044383,0.250,0.613426,0.620950,0.007524,0.004031,0.002118,0.038409,0.250,0.614255,0.619537,0.005283,0.004904,0.002965,0.043342,0.250
267,camera,7435503,data/1_2024/shard-000477.tar,256x256,vertical,1.2231,2.219,0.2205,-35.5,0,0,0.696967,0.694171,-0.002795,-0.000288,-0.001840,0.060757,0.000,0.694740,0.696185,0.001444,0.001015,0.000387,0.031907,0.250,0.694050,0.695071,0.001021,0.001319,0.000370,0.031472,0.500
268,camera,4036503,data/1_2024/shard-000477.tar,256x256,vertical,1.1924,0.500,0.4259,-8.0,0,0,0.391699,0.394261,0.002562,-0.000287,0.002170,0.028600,0.000,0.389274,0.394586,0.005313,0.001212,0.001975,0.016193,0.500,0.389366,0.394366,0.005001,0.002652,0.001396,0.018730,0.750
269,camera,336503,data/1_2024/shard-000477.tar,256x256,horizontal,1.1541,2.531,0.9765,40.5,0,0,0.497279,0.500077,0.002798,0.004451,0.006722,0.060202,0.750,0.498721,0.501605,0.002884,0.002741,0.000415,0.039629,0.500,0.495870,0.498331,0.002461,0.002850,0.000666,0.040236,0.500
270,camera,140503,data/1_2024/shard-000477.tar,256x256,horizontal,1.1642,1.719,0.8022,27.5,0,0,0.371809,0.376974,0.005165,0.009034,0.020382,0.069728,0.750,0.372202,0.377262,0.005060,0.004785,0.004634,0.055051,0.750,0.372002,0.378656,0.006653,0.005609,0.005531,0.062822,0.750
271,camera,5585503,data/1_2024/shard-000477.tar,256x256,vertical,1.1319,1.250,0.2222,-20.0,0,0,0.428551,0.430561,0.002010,0.003699,0.003604,0.043367,0.250,0.425927,0.428326,0.002399,0.003271,0.001133,0.042453,0.250,0.424185,0.425437,0.001252,0.002447,0.001029,0.041023,0.250
272,camera,1224503,data/1_2024/shard-000477.tar,256x256,vertical,1.1826,0.312,0.5490,5.0,0,0,0.535512,0.537568,0.002056,-0.001682,0.001412,0.021472,0.250,0.532997,0.537641,0.004644,-0.000463,0.007654,0.009516,0.000,0.531928,0.536358,0.004430,-0.000505,0.007433,0.009775,0.000
273,camera,3958503,data/1_2024/shard-000477.tar,256x256,horizontal,1.1875,1.469,0.2762,-23.5,0,0,0.308136,0.312671,0.004534,0.003971,-0.000356,0.060709,0.500,0.306005,0.311512,0.005507,0.005670,0.001132,0.049824,0.500,0.306385,0.311213,0.004828,0.004709,0.001316,0.050729,0.500
274,camera,3651503,data/1_2024/shard-000477.tar,256x256,vertical,1.1891,1.750,0.2358,-28.0,0,0,0.756347,0.755379,-0.000968,0.000407,0.000409,0.036825,0.000,0.755474,0.754612,-0.000862,0.000785,0.000660,0.030051,0.250,0.756329,0.754753,-0.001576,-0.000106,-0.000254,0.029177,0.000
275,camera,7815503,data/1_2024/shard-000477.tar,256x256,vertical,1.2295,0.031,0.5038,0.5,0,0,0.553264,0.543538,-0.009726,0.000042,-0.001107,0.003374,0.000,0.550869,0.544770,-0.006100,0.000098,-0.002335,0.003546,0.500,0.544817,0.541128,-0.003689,0.000258,-0.001294,0.006526,0.500
276,camera,346503,data/1_2024/shard-000477.tar,256x256,vertical,1.1924,3.000,0.9444,48.0,0,0,0.657642,0.662954,0.005312,0.008850,0.005751,0.105438,0.500,0.655579,0.663884,0.008306,0.006429,0.000322,0.088485,0.500,0.654682,0.661900,0.007218,0.006125,0.000405,0.083015,0.500
277,camera,503503,data/1_2024/shard-000477.tar,256x256,horizontal,1.2437,3.625,0.0857,-58.0,0,0,0.873624,0.864171,-0.009453,-0.000543,-0.006739,0.118984,0.000,0.863266,0.862902,-0.000364,0.000445,-0.000347,0.048974,0.250,0.863588,0.863711,0.000123,0.000012,-0.000327,0.050410,0.250
278,camera,5500503,data/1_2024/shard-000477.tar,256x256,vertical,1.1891,2.812,0.9245,45.0,0,0,0.496539,0.494227,-0.002312,0.000697,-0.001512,0.060055,0.000,0.494795,0.493746,-0.001048,-0.001737,-0.001975,0.040243,0.250,0.497123,0.497065,-0.000058,-0.001413,-0.000601,0.040213,0.500
279,camera,7374503,data/1_2024/shard-000477.tar,256x256,vertical,1.2839,1.562,0.6506,25.0,0,0,0.563301,0.570149,0.006849,0.004632,0.003475,0.053674,0.250,0.560498,0.571055,0.010557,0.001438,0.004233,0.044270,0.750,0.558598,0.570833,0.012235,0.002489,0.004231,0.047202,0.750
280,camera,1946503,data/1_2024/shard-000477.tar,256x256,vertical,1.2022,2.000,0.7807,32.0,0,0,0.583178,0.582787,-0.000391,-0.003232,-0.003502,0.052903,0.250,0.582084,0.583266,0.001183,-0.002010,-0.001516,0.036824,0.500,0.580344,0.580780,0.000435,-0.003434,-0.003589,0.041161,0.500
281,camera,3706503,data/1_2024/shard-000477.tar,256x256,horizontal,1.2702,1.406,0.6433,22.5,0,0,0.621275,0.618954,-0.002320,0.001477,0.004288,0.029325,0.250,0.619599,0.620044,0.000444,0.000776,0.001354,0.023206,0.250,0.617663,0.618281,0.000619,0.000922,0.001425,0.024878,0.250
