unit,cohort,sample_id,source_shard,target,orientation,zoom,latent_shift,norm_offset,pixel_shift,opp_na,strict_identity,PRE_L_CORRECT,PRE_L_IDENTITY,PRE_M_IDENTITY,PRE_M_OPPOSITE,PRE_M_SHUFFLED,PRE_S_OPPOSITE_relrms,PRE_best3,MID_L_CORRECT,MID_L_IDENTITY,MID_M_IDENTITY,MID_M_OPPOSITE,MID_M_SHUFFLED,MID_S_OPPOSITE_relrms,MID_best3,POST_L_CORRECT,POST_L_IDENTITY,POST_M_IDENTITY,POST_M_OPPOSITE,POST_M_SHUFFLED,POST_S_OPPOSITE_relrms,POST_best3
282,camera,1475503,data/1_2024/shard-000477.tar,256x256,vertical,1.1726,0.688,0.3854,-11.0,0,0,0.455946,0.455281,-0.000665,0.000881,0.004982,0.020741,0.500,0.459691,0.457758,-0.001933,-0.000517,-0.002412,0.017668,0.750,0.461177,0.459299,-0.001878,0.000180,-0.001562,0.016600,0.750
283,camera,3776503,data/1_2024/shard-000477.tar,256x256,vertical,1.1908,1.469,0.7196,23.5,0,0,0.693640,0.693279,-0.000361,0.000683,0.002375,0.037036,0.500,0.695791,0.694764,-0.001027,-0.001004,0.001568,0.034119,0.500,0.696075,0.695225,-0.000849,-0.000884,0.002297,0.036107,0.250
284,camera,6826503,data/1_2024/shard-000477.tar,256x256,vertical,1.1875,1.656,0.7524,26.5,0,0,0.680190,0.680026,-0.000164,0.001454,-0.000687,0.046260,0.250,0.680212,0.683247,0.003034,-0.000089,-0.000666,0.046209,0.250,0.677552,0.681067,0.003515,0.000766,-0.000385,0.051467,0.250
285,camera,1148503,data/1_2024/shard-000477.tar,256x256,vertical,1.1809,2.781,0.9406,44.5,0,0,0.772497,0.775968,0.003472,0.006820,0.005095,0.092720,0.500,0.768323,0.774617,0.006294,0.006332,0.005627,0.075425,0.500,0.768622,0.775848,0.007226,0.008047,0.007397,0.079563,0.500
286,camera,3527503,data/1_2024/shard-000477.tar,256x256,horizontal,1.3140,0.500,0.5430,8.0,0,0,0.263574,0.257590,-0.005984,0.000579,-0.004060,0.017581,0.000,0.257546,0.257758,0.000212,0.000453,-0.000795,0.012980,0.250,0.255988,0.256248,0.000260,-0.000198,0.000835,0.011584,0.000
287,camera,6466503,data/1_2024/shard-000477.tar,256x256,vertical,1.1336,1.406,0.1918,-22.5,0,0,0.585996,0.583549,-0.002447,-0.004819,0.013356,0.066536,0.250,0.589123,0.589104,-0.000019,-0.003015,0.001358,0.049509,0.250,0.585437,0.587340,0.001903,-0.001889,0.001669,0.046760,0.250
288,camera,3462503,data/1_2024/shard-000477.tar,256x256,vertical,1.2119,0.000,0.5000,0.0,1,0,0.614634,0.616690,0.002056,,0.000105,,0.250,0.613406,0.618073,0.004667,,0.001719,,0.500,0.613481,0.616729,0.003247,,0.001417,,0.250
289,camera,941503,data/1_2024/shard-000477.tar,256x256,horizontal,1.1558,1.125,0.2907,-18.0,0,0,0.529670,0.525791,-0.003879,0.001910,0.000679,0.050681,0.000,0.527692,0.526155,-0.001538,0.002744,0.001476,0.037841,0.500,0.527228,0.525767,-0.001460,0.002853,0.001428,0.037825,0.250
290,camera,3213503,data/1_2024/shard-000477.tar,256x256,vertical,1.1875,2.156,0.8286,34.5,0,0,0.393159,0.395432,0.002274,0.005825,0.002211,0.068052,0.250,0.391124,0.392566,0.001442,0.003803,0.000695,0.064595,0.500,0.389486,0.390990,0.001503,0.005260,0.001094,0.059564,1.000
291,camera,8343503,data/1_2024/shard-000477.tar,256x256,horizontal,1.3125,4.531,0.1081,-72.5,0,0,0.791769,0.779106,-0.012663,-0.002831,-0.012664,0.129530,0.000,0.778822,0.777858,-0.000965,0.000160,-0.000277,0.063526,0.250,0.776446,0.776482,0.000036,0.001038,-0.000257,0.062349,0.250
292,camera,1546503,data/1_2024/shard-000477.tar,256x256,horizontal,1.2359,0.781,0.5926,12.5,0,0,0.877739,0.873789,-0.003950,-0.000061,0.002605,0.029697,0.000,0.875277,0.872895,-0.002382,-0.000354,0.000601,0.022445,0.000,0.874435,0.870655,-0.003780,-0.000311,-0.000020,0.023477,0.000
293,camera,3966503,data/1_2024/shard-000477.tar,256x256,vertical,1.2531,1.438,0.6575,23.0,0,0,0.355911,0.350276,-0.005635,0.001217,-0.002954,0.034010,0.000,0.353697,0.348724,-0.004972,-0.001110,-0.001312,0.027130,0.250,0.353329,0.347535,-0.005795,-0.002454,-0.000939,0.027216,0.000
294,camera,7583503,data/1_2024/shard-000477.tar,256x256,vertical,1.1826,0.875,0.6373,14.0,0,0,0.436385,0.438230,0.001845,0.000097,0.004838,0.024400,0.250,0.434499,0.438049,0.003550,-0.000213,0.007936,0.022609,0.250,0.433186,0.437234,0.004048,0.000393,0.008052,0.024853,0.750
295,camera,3863503,data/1_2024/shard-000477.tar,256x256,vertical,1.1575,1.281,0.7356,20.5,0,0,0.654245,0.656971,0.002726,0.003804,0.057951,0.058091,0.500,0.651746,0.654885,0.003139,0.001222,0.012585,0.041466,0.500,0.650432,0.654507,0.004075,0.002791,0.009175,0.044450,0.500
296,camera,7542503,data/1_2024/shard-000477.tar,256x256,vertical,1.2975,4.969,0.9543,79.5,0,0,0.499196,0.485624,-0.013572,0.010442,-0.011631,0.186865,0.250,0.465024,0.480616,0.015592,0.013957,0.016153,0.110178,0.500,0.463796,0.476413,0.012617,0.005287,0.010526,0.084534,0.750
297,camera,782503,data/1_2024/shard-000477.tar,256x256,vertical,1.1891,3.250,0.0094,-52.0,0,0,0.503380,0.501295,-0.002085,-0.000278,0.016274,0.078569,0.250,0.498883,0.502837,0.003954,0.002247,0.009385,0.045154,0.500,0.498050,0.501923,0.003873,0.002040,0.007432,0.042984,0.750
298,camera,3888503,data/1_2024/shard-000477.tar,256x256,vertical,1.1875,0.406,0.4381,-6.5,0,0,0.557425,0.563838,0.006413,0.000674,-0.000020,0.020073,0.250,0.554903,0.564202,0.009299,0.000829,-0.000068,0.014710,0.750,0.553459,0.560975,0.007517,0.000429,-0.000058,0.015100,0.250
299,camera,5795503,data/1_2024/shard-000477.tar,256x256,vertical,1.1875,1.594,0.2571,-25.5,0,0,0.554116,0.553579,-0.000536,0.001081,0.001049,0.044847,0.000,0.553166,0.553669,0.000503,0.000310,0.000862,0.034775,0.500,0.552431,0.553510,0.001079,0.000735,0.001270,0.035292,0.500
300,camera,5722503,data/1_2024/shard-000477.tar,256x256,vertical,1.1473,0.281,0.4444,-4.5,0,0,0.495437,0.494238,-0.001199,-0.000293,0.041701,0.013535,0.000,0.499171,0.496191,-0.002979,-0.000048,0.002407,0.009997,0.000,0.495205,0.492571,-0.002633,-0.000130,0.003480,0.010813,0.250
301,camera,685503,data/1_2024/shard-000477.tar,256x256,vertical,1.2247,2.062,0.7578,33.0,0,0,0.427043,0.422649,-0.004394,-0.001037,-0.003158,0.045599,0.000,0.423772,0.421742,-0.002030,-0.000466,-0.001304,0.030269,0.250,0.424018,0.421577,-0.002442,-0.000258,-0.001617,0.029480,0.250
302,camera,5669503,data/1_2024/shard-000477.tar,256x256,vertical,1.1541,0.656,0.6235,10.5,0,0,0.590267,0.589261,-0.001006,0.000489,0.001489,0.017187,0.250,0.587622,0.587838,0.000215,0.000220,0.000427,0.013639,0.500,0.588353,0.588390,0.000037,0.000027,0.000725,0.013755,0.250
303,camera,288503,data/1_2024/shard-000477.tar,256x256,horizontal,1.1842,1.156,0.6796,18.5,0,0,0.866567,0.867311,0.000744,-0.002736,0.004064,0.055656,0.500,0.864468,0.867829,0.003361,-0.000345,0.008269,0.034507,0.750,0.860433,0.865721,0.005287,0.000219,0.010833,0.037771,0.250
304,camera,7593503,data/1_2024/shard-000477.tar,256x256,vertical,1.2390,4.281,1.0000,68.5,0,0,0.600337,0.593779,-0.006558,0.027319,-0.002274,0.180135,0.250,0.588115,0.589795,0.001681,0.013830,0.003184,0.125559,0.500,0.584770,0.585385,0.000615,0.015219,0.004294,0.120138,0.500
305,camera,8324503,data/1_2024/shard-000477.tar,256x256,vertical,1.3258,1.688,0.3608,-27.0,0,0,0.448332,0.443530,-0.004802,0.000845,-0.005611,0.059267,0.250,0.441645,0.442273,0.000628,0.001529,0.000372,0.035528,0.250,0.442111,0.443384,0.001273,0.004581,-0.000398,0.051257,0.250
306,camera,3378503,data/1_2024/shard-000477.tar,256x256,vertical,1.1875,2.469,0.1238,-39.5,0,0,0.481480,0.478729,-0.002751,-0.000518,-0.001242,0.049597,0.000,0.479891,0.479175,-0.000715,-0.000719,-0.000643,0.034720,0.000,0.481437,0.481574,0.000137,-0.000655,-0.000294,0.032112,0.000
307,camera,7445503,data/1_2024/shard-000477.tar,256x256,vertical,1.3258,0.938,0.5773,15.0,0,0,0.213104,0.202030,-0.011073,-0.003323,-0.002679,0.024926,0.000,0.203047,0.202110,-0.000937,-0.000050,-0.000757,0.015821,0.000,0.202811,0.202510,-0.000300,-0.000373,-0.000659,0.013528,0.000
308,camera,1820503,data/1_2024/shard-000477.tar,256x256,vertical,1.2990,4.812,0.9375,77.0,0,0,0.389372,0.373836,-0.015536,0.005709,-0.012395,0.145463,0.000,0.362245,0.374291,0.012046,0.016117,0.014388,0.097160,0.500,0.359764,0.368856,0.009092,0.010502,0.014318,0.075647,0.500
309,camera,2835503,data/1_2024/shard-000477.tar,256x256,vertical,1.1826,2.812,0.9412,45.0,0,0,0.742990,0.741893,-0.001097,0.004301,0.007291,0.088452,0.500,0.741881,0.742862,0.000981,0.002368,0.003100,0.068057,0.750,0.738809,0.741429,0.002620,0.005366,0.005335,0.072922,1.000
310,camera,7434503,data/1_2024/shard-000477.tar,256x256,horizontal,1.2624,2.312,0.7434,37.0,0,0,0.545228,0.542220,-0.003008,-0.004715,-0.005258,0.067763,0.000,0.536835,0.540376,0.003541,-0.002066,-0.002606,0.049279,0.000,0.537863,0.541532,0.003669,-0.003085,-0.003547,0.048511,0.000
311,camera,3528503,data/1_2024/shard-000477.tar,256x256,vertical,1.2247,1.938,0.2578,-31.0,0,0,0.414849,0.414778,-0.000070,0.001200,-0.000057,0.064914,0.000,0.413917,0.414433,0.000516,0.000609,0.000314,0.036563,0.500,0.415906,0.416470,0.000564,0.000944,0.000703,0.036696,0.250
312,camera,6287503,data/1_2024/shard-000477.tar,256x256,vertical,1.1908,2.094,0.1869,-33.5,0,0,0.443258,0.438060,-0.005198,0.000605,0.021250,0.041252,0.000,0.437200,0.436069,-0.001131,0.000097,0.002756,0.031246,0.250,0.439961,0.439571,-0.000390,0.000483,0.003385,0.030795,0.000
313,camera,2663503,data/1_2024/shard-000477.tar,256x256,vertical,1.1302,0.969,0.2817,-15.5,0,0,0.568922,0.568805,-0.000116,0.000885,0.001231,0.036700,0.250,0.566232,0.566910,0.000677,0.001173,0.001004,0.028093,0.250,0.565901,0.566771,0.000870,0.001239,0.000938,0.028199,0.500
314,camera,3204503,data/1_2024/shard-000477.tar,256x256,vertical,1.1891,0.875,0.3679,-14.0,0,0,0.519943,0.516134,-0.003810,0.000469,0.000853,0.019788,0.000,0.515186,0.512406,-0.002779,-0.001015,-0.001336,0.018462,0.000,0.516358,0.514995,-0.001363,-0.001063,-0.001235,0.018044,0.000
315,camera,5817503,data/1_2024/shard-000477.tar,256x256,vertical,1.5000,7.500,0.8750,120.0,0,0,0.742333,0.701889,-0.040444,0.008719,-0.033848,0.157659,0.000,0.697698,0.699536,0.001838,0.007069,0.000588,0.097491,0.250,0.697114,0.697279,0.000165,0.004988,-0.000119,0.084474,0.250
316,camera,2764503,data/1_2024/shard-000477.tar,256x256,vertical,1.1826,2.562,0.0980,-41.0,0,0,0.398008,0.391220,-0.006788,-0.001112,-0.002535,0.074148,0.000,0.393774,0.393321,-0.000453,0.000721,0.000384,0.052319,0.250,0.392420,0.392244,-0.000176,0.001533,0.000735,0.052151,0.250
317,camera,2324503,data/1_2024/shard-000477.tar,256x256,vertical,1.1075,0.500,0.3621,-8.0,0,0,0.541743,0.538826,-0.002917,-0.000298,0.001451,0.051815,0.250,0.539023,0.539492,0.000469,-0.001952,0.001109,0.023595,0.500,0.536645,0.538224,0.001578,-0.001312,0.001079,0.021190,0.500
318,camera,7079503,data/1_2024/shard-000477.tar,256x256,horizontal,1.1336,1.656,0.1370,-26.5,0,0,0.740773,0.741531,0.000758,0.001136,0.002934,0.041279,0.500,0.740634,0.742570,0.001937,0.001542,0.003220,0.035065,1.000,0.740289,0.741405,0.001117,0.000567,0.002944,0.034526,0.250
319,camera,7491503,data/1_2024/shard-000477.tar,256x256,horizontal,1.1541,0.344,0.4353,-5.5,0,0,0.325054,0.324896,-0.000158,-0.000126,0.001002,0.016329,0.250,0.323215,0.323923,0.000707,0.000066,0.000658,0.013317,0.250,0.322624,0.323324,0.000700,0.000099,0.000109,0.013796,0.500
320,camera,6580503,data/1_2024/shard-000477.tar,256x256,horizontal,1.3390,1.031,0.5813,16.5,0,0,0.644735,0.635164,-0.009571,-0.000458,-0.006198,0.031656,0.000,0.641841,0.635991,-0.005850,0.003845,-0.001545,0.045091,0.250,0.640199,0.635441,-0.004758,0.002583,-0.000547,0.035143,0.000
321,camera,6969503,data/1_2024/shard-000477.tar,256x256,vertical,1.1093,1.344,0.8644,21.5,0,0,0.777484,0.777142,-0.000342,-0.000776,0.001012,0.038424,0.000,0.774610,0.777465,0.002855,0.000427,0.000898,0.032897,0.250,0.776527,0.778611,0.002084,0.000261,0.000786,0.032265,0.250
322,camera,4497503,data/1_2024/shard-000477.tar,256x256,vertical,1.1875,2.344,0.8571,37.5,0,0,0.497461,0.505919,0.008458,0.027506,0.007879,0.132214,0.500,0.489385,0.504706,0.015321,0.016733,0.003457,0.095786,0.500,0.484792,0.499784,0.014992,0.024404,0.007863,0.113838,0.500
323,camera,2163503,data/1_2024/shard-000477.tar,256x256,vertical,1.1875,0.656,0.4000,-10.5,0,0,0.550286,0.548476,-0.001810,-0.000224,0.000861,0.027983,0.250,0.551875,0.550738,-0.001137,-0.001783,0.001876,0.023077,0.000,0.551180,0.549027,-0.002152,-0.001458,0.002314,0.022941,0.000
324,camera,3867503,data/1_2024/shard-000477.tar,256x256,vertical,1.1908,0.906,0.6355,14.5,0,0,0.684647,0.686060,0.001413,0.002514,0.004864,0.043476,0.250,0.677995,0.688736,0.010741,0.002613,0.012129,0.045770,0.250,0.675534,0.682941,0.007407,-0.000300,0.009383,0.037437,0.000
325,camera,7743503,data/1_2024/shard-000477.tar,256x256,vertical,1.1891,1.125,0.6698,18.0,0,0,0.256865,0.258510,0.001644,0.001691,0.008857,0.023653,0.500,0.258465,0.260075,0.001610,0.001118,0.002389,0.019445,0.500,0.257733,0.259257,0.001524,0.001190,0.002665,0.018725,1.000
326,camera,3769503,data/1_2024/shard-000477.tar,256x256,vertical,1.3593,4.406,0.1751,-70.5,0,0,0.760154,0.747039,-0.013115,-0.007336,-0.017434,0.130264,0.000,0.740035,0.745959,0.005924,-0.000118,-0.000292,0.048919,0.250,0.738301,0.745988,0.007686,0.000425,0.000075,0.046173,0.500
327,camera,3843503,data/1_2024/shard-000477.tar,256x256,vertical,1.2469,2.750,0.1901,-44.0,0,0,0.607101,0.604428,-0.002673,-0.004344,-0.007082,0.078051,0.000,0.603310,0.607978,0.004669,-0.002299,-0.002795,0.049781,0.250,0.603889,0.608382,0.004494,-0.002401,-0.002827,0.044613,0.500
328,camera,4115503,data/1_2024/shard-000477.tar,256x256,horizontal,1.2087,2.375,0.8220,38.0,0,0,0.689597,0.693673,0.004076,0.009145,0.039116,0.089403,0.500,0.686566,0.691830,0.005264,0.007000,0.009963,0.065640,1.000,0.684298,0.690012,0.005714,0.009195,0.008219,0.081413,1.000
329,camera,7572503,data/1_2024/shard-000477.tar,256x256,vertical,1.1180,1.875,0.0312,-30.0,0,0,0.600014,0.600079,0.000065,0.002216,0.001162,0.047971,0.500,0.600865,0.601062,0.000197,0.001929,0.001289,0.036290,0.500,0.599861,0.600318,0.000457,0.001255,0.000643,0.036100,0.500
330,camera,6399503,data/1_2024/shard-000477.tar,256x256,vertical,1.1792,2.000,0.1800,-32.0,0,0,0.609504,0.609892,0.000388,0.001627,0.002051,0.042235,0.500,0.607892,0.609495,0.001603,0.000893,0.001089,0.032534,0.750,0.609488,0.611387,0.001899,0.000766,0.001119,0.032909,0.500
331,camera,3928503,data/1_2024/shard-000477.tar,256x256,vertical,1.1891,3.188,0.0189,-51.0,0,0,0.723263,0.719904,-0.003359,0.008375,0.005532,0.122437,0.000,0.718799,0.719383,0.000584,0.006773,0.007309,0.081822,0.250,0.720240,0.719788,-0.000453,0.005301,0.004512,0.075688,0.250
332,camera,8032503,data/1_2024/shard-000477.tar,256x256,vertical,1.1180,0.062,0.4844,-1.0,0,0,0.785744,0.785176,-0.000568,-0.000164,0.000512,0.005894,0.000,0.788114,0.785284,-0.002830,-0.000401,-0.002265,0.007214,0.000,0.788115,0.784898,-0.003217,-0.000262,-0.002842,0.006983,0.250
333,camera,7949503,data/1_2024/shard-000477.tar,256x256,vertical,1.1875,2.344,0.8571,37.5,0,0,0.370588,0.371969,0.001381,0.001206,-0.000062,0.072847,0.250,0.366934,0.367732,0.000798,0.001333,-0.000052,0.048494,0.250,0.367601,0.368729,0.001128,0.000682,-0.000283,0.047912,0.500
334,camera,6490503,data/1_2024/shard-000477.tar,256x256,vertical,1.1541,1.781,0.8353,28.5,0,0,0.475432,0.478211,0.002779,0.002684,-0.000003,0.056595,0.500,0.471563,0.477089,0.005526,0.004693,0.000099,0.057883,0.500,0.472626,0.477071,0.004445,0.004176,-0.001182,0.053809,0.500
335,camera,5658503,data/1_2024/shard-000477.tar,256x256,vertical,1.1891,1.188,0.6792,19.0,0,0,0.745602,0.748420,0.002818,0.001175,0.000741,0.039302,0.250,0.749225,0.750219,0.000994,0.001470,0.001329,0.034660,0.250,0.748603,0.749753,0.001150,0.001629,0.001243,0.036795,0.500
336,camera,2287503,data/1_2024/shard-000477.tar,256x256,vertical,1.1875,2.344,0.1429,-37.5,0,0,0.517308,0.518256,0.000948,0.009607,0.005678,0.116853,0.250,0.516046,0.520330,0.004284,0.010021,0.008506,0.098798,0.750,0.514433,0.518658,0.004225,0.010463,0.009837,0.105802,0.750
337,camera,5402503,data/1_2024/shard-000477.tar,256x256,vertical,1.1093,0.344,0.4068,-5.5,0,0,0.503437,0.504874,0.001438,0.000920,0.000993,0.015006,0.500,0.502569,0.505128,0.002559,0.001159,0.001419,0.014033,0.500,0.501501,0.503916,0.002416,0.001493,0.001610,0.012947,0.750
338,camera,6739503,data/1_2024/shard-000477.tar,256x256,vertical,1.1875,1.531,0.7333,24.5,0,0,0.373667,0.367151,-0.006515,-0.001445,-0.000089,0.052712,0.000,0.369347,0.369258,-0.000089,0.002399,0.000112,0.040772,0.000,0.369396,0.369152,-0.000245,0.003187,-0.000131,0.044816,0.000
339,camera,4822503,data/1_2024/shard-000477.tar,256x256,horizontal,1.2087,0.750,0.3983,-12.0,0,0,0.407553,0.407678,0.000124,-0.000722,-0.001075,0.039923,0.000,0.404511,0.406319,0.001808,-0.000817,-0.001313,0.034452,0.000,0.405331,0.407344,0.002013,-0.001153,-0.000806,0.037095,0.000
340,camera,6169503,data/1_2024/shard-000477.tar,256x256,horizontal,1.1575,1.156,0.2874,-18.5,0,0,0.347407,0.345081,-0.002327,-0.000742,-0.001320,0.036402,0.250,0.342170,0.341098,-0.001072,-0.000290,-0.000908,0.029495,0.250,0.339928,0.338828,-0.001100,-0.000620,-0.001321,0.030201,0.000
341,camera,5951503,data/1_2024/shard-000477.tar,256x256,vertical,1.4307,4.062,0.2575,-65.0,0,0,0.239283,0.225642,-0.013641,0.000364,0.005564,0.119945,0.250,0.220128,0.223260,0.003132,0.003711,0.006937,0.047336,0.500,0.219737,0.220697,0.000960,0.004033,0.005521,0.049293,0.250
342,camera,4169503,data/1_2024/shard-000477.tar,256x256,vertical,1.1891,0.500,0.5755,8.0,0,0,0.483895,0.486637,0.002742,0.001633,0.000168,0.018035,0.250,0.484207,0.488220,0.004013,0.001981,0.000477,0.022538,0.250,0.480505,0.485463,0.004958,0.002749,-0.000237,0.024222,0.250
343,camera,4228503,data/1_2024/shard-000477.tar,256x256,horizontal,1.1726,1.375,0.7292,22.0,0,0,0.437906,0.437369,-0.000537,0.002099,0.002713,0.033705,0.000,0.435896,0.435857,-0.000039,0.001549,-0.000600,0.027676,0.750,0.438459,0.438202,-0.000257,0.001119,-0.000036,0.026794,0.500
344,camera,4237503,data/1_2024/shard-000477.tar,256x256,horizontal,1.1842,1.469,0.2718,-23.5,0,0,0.807513,0.807698,0.000185,0.000713,0.000550,0.041531,0.250,0.808162,0.808247,0.000085,0.000603,0.000572,0.035161,0.500,0.807514,0.807040,-0.000474,0.000835,-0.000288,0.035837,0.500
345,camera,1189503,data/1_2024/shard-000477.tar,256x256,vertical,1.3849,6.844,0.0340,-109.5,0,0,0.443291,0.410613,-0.032677,-0.012322,-0.032188,0.150051,0.000,0.411352,0.410293,-0.001059,0.002323,-0.004114,0.075245,0.500,0.409458,0.410714,0.001256,0.003476,-0.001811,0.069234,0.500
346,camera,2333503,data/1_2024/shard-000477.tar,256x256,vertical,1.1336,1.969,0.0685,-31.5,0,0,0.712233,0.711057,-0.001175,0.001676,0.002074,0.044291,0.250,0.711526,0.711649,0.000123,0.001597,0.001842,0.033284,0.250,0.709631,0.709510,-0.000121,0.001789,0.001962,0.035100,0.500
347,camera,2760503,data/1_2024/shard-000477.tar,256x256,vertical,1.1891,0.625,0.5943,10.0,0,0,0.432231,0.433248,0.001018,-0.000536,0.000837,0.024590,0.000,0.430041,0.430784,0.000743,-0.000962,0.001655,0.017342,0.000,0.430806,0.431927,0.001121,-0.000675,0.002567,0.016768,0.250
348,camera,252503,data/1_2024/shard-000477.tar,256x256,vertical,1.3919,1.625,0.3917,-26.0,0,0,0.490515,0.482058,-0.008457,-0.000398,-0.007609,0.030313,0.000,0.483548,0.482589,-0.000959,0.000915,-0.000952,0.042902,0.500,0.482341,0.481465,-0.000876,0.002065,-0.001161,0.047403,0.250
349,camera,5540503,data/1_2024/shard-000477.tar,256x256,vertical,1.1908,3.281,0.0093,-52.5,0,0,0.719279,0.718964,-0.000315,0.013038,-0.001570,0.148339,0.250,0.710573,0.715927,0.005354,0.015996,0.004694,0.120221,0.500,0.712916,0.720062,0.007146,0.015693,0.006415,0.124101,0.500
350,camera,7690503,data/1_2024/shard-000477.tar,256x256,horizontal,1.3332,1.344,0.3920,-21.5,0,0,0.646050,0.638736,-0.007314,-0.000442,-0.002242,0.032395,0.000,0.641227,0.639464,-0.001764,0.000085,0.000385,0.027664,0.250,0.639796,0.638532,-0.001264,0.000444,0.000535,0.025352,0.250
351,camera,4688503,data/1_2024/shard-000477.tar,256x256,vertical,1.1826,0.875,0.6373,14.0,0,0,0.746182,0.745679,-0.000503,0.000884,0.002203,0.032053,0.250,0.745794,0.745994,0.000199,0.001202,0.001111,0.027636,0.000,0.744829,0.744819,-0.000010,0.000689,0.001183,0.025780,0.250
352,camera,6698503,data/1_2024/shard-000477.tar,256x256,horizontal,1.1524,1.188,0.7262,19.0,0,0,0.429467,0.427980,-0.001487,-0.001580,0.031094,0.061373,0.000,0.424372,0.426649,0.002276,0.000193,0.006461,0.038862,0.250,0.419348,0.423139,0.003791,0.002053,0.009972,0.037310,0.250
353,camera,4314503,data/1_2024/shard-000477.tar,256x256,horizontal,1.1891,1.312,0.6981,21.0,0,0,0.507120,0.504964,-0.002156,0.000553,-0.000421,0.036235,0.000,0.502340,0.502931,0.000591,0.000520,0.001163,0.028924,0.250,0.503277,0.503942,0.000665,0.000642,0.001162,0.030481,0.500
354,camera,7821503,data/1_2024/shard-000477.tar,256x256,horizontal,1.3332,2.469,0.6985,39.5,0,0,0.928991,0.922558,-0.006433,-0.000427,-0.007410,0.076255,0.000,0.923719,0.922888,-0.000831,-0.001050,-0.001811,0.048756,0.000,0.924058,0.923303,-0.000755,-0.001686,-0.002972,0.047133,0.000
355,camera,3531503,data/1_2024/shard-000477.tar,256x256,vertical,1.2038,1.656,0.7304,26.5,0,0,0.370437,0.369143,-0.001294,0.002279,-0.000112,0.045652,0.000,0.367495,0.369726,0.002231,0.006034,0.004274,0.050333,0.750,0.366673,0.367427,0.000755,0.005647,0.003667,0.053297,0.500
356,camera,5024503,data/1_2024/shard-000477.tar,256x256,vertical,1.2167,0.656,0.4146,-10.5,0,0,0.440395,0.440245,-0.000150,-0.000265,0.000407,0.013171,0.000,0.440126,0.439316,-0.000810,-0.000867,0.000526,0.013264,0.250,0.438236,0.438105,-0.000131,-0.000570,0.000255,0.012343,0.250
357,camera,5517503,data/1_2024/shard-000477.tar,256x256,horizontal,1.1891,0.062,0.4906,-1.0,0,0,0.602201,0.604012,0.001812,-0.000235,-0.001964,0.005657,0.000,0.599534,0.603428,0.003894,-0.000106,0.000733,0.004939,0.000,0.601422,0.604053,0.002632,0.000014,0.000587,0.005424,0.250
358,camera,695503,data/1_2024/shard-000477.tar,256x256,horizontal,1.1558,1.125,0.2907,-18.0,0,0,0.506406,0.507322,0.000916,0.001383,-0.000159,0.052579,0.250,0.505048,0.504875,-0.000173,0.000173,0.000454,0.036067,0.250,0.505386,0.504909,-0.000478,0.001267,0.000642,0.036904,0.500
