pair_index,source_shard,sample_id,original_side,zoom_band,k_start,k_end,available,full_height,signed_shift_start,latent_band,in_targeted,in_balanced,M_TOP_new,M_BOT_new,F_TOP_new,F_BOT_new,BB_MINUS_TT_new,M_TOP_frozen,M_BOT_frozen,delta_top,delta_bot
33,data/1_2024/shard-000477.tar,518503,END,strong,28,211,239,495,-91.5,ge4,true,true,0.012374594807624817,0.00032531097531318665,0,0,-0.12090971693396568,0.0123745948076,0.000325310975313,2.4816954047324202e-14,1.8664540399337959e-16
34,data/1_2024/shard-000477.tar,533375,END,medium,39,83,122,378,-22,lt2,false,true,0.0032416731119155884,-0.0017763823270797729,0,0,0.03347623348236084,0.0032416731119200002,-0.00177638232708,-4.4118354802780146e-15,2.2703193491846463e-16
35,data/1_2024/shard-000477.tar,542375,START,mild,5,53,58,314,-24,lt2,false,false,0.00027485191822052002,0.0035413950681686401,0,0,0.045105978846549988,0.000274851918221,0.0035413950681700002,-4.7997630175933281e-16,-1.3600232051658168e-15
36,data/1_2024/shard-000477.tar,551503,START,medium,13,187,200,456,-87,ge4,true,false,0.010733768343925476,0.0089153647422790527,0,0,0.046787098050117493,0.0107337683439,0.0089153647422799999,2.5476148968195389e-14,-9.4715901788333667e-16
37,data/1_2024/shard-000477.tar,552503,END,mild,23,88,111,367,-32.5,2to4,true,true,0.00029312074184417725,0.0029052048921585083,0,0,-0.069825299084186554,0.00029312074184399998,0.0029052048921600002,1.7726705520137997e-16,-1.4918621893400541e-15
38,data/1_2024/shard-000477.tar,559503,END,mild,3,103,106,362,-50,2to4,true,true,0.0014208927750587463,0.0016082972288131714,0,0,0.22990287840366364,0.0014208927750599999,0.0016082972288100001,-1.2535545518277402e-15,3.1712913545201005e-15
39,data/1_2024/shard-000477.tar,567375,START,mild,16,88,104,360,-36,2to4,true,true,-0.0015918314456939697,0.0033022165298461914,0,0,-6.6906213760375977e-06,-0.00159183144569,0.00330221652985,-3.9696978343384259e-15,-3.80858539150708e-15
40,data/1_2024/shard-000477.tar,571375,END,mild,26,59,85,341,-16.5,lt2,false,true,-0.00091379880905151367,-0.00087839365005493164,0,0,0.018121138215065002,-0.00091379880905200004,-0.00087839365005500005,4.8637309457699729e-16,6.841315708383533e-17
41,data/1_2024/shard-000477.tar,581503,START,mild,8,77,85,341,-34.5,2to4,true,true,0.0029006004333496094,-0.0052582249045372009,0,0,0.031631305813789368,0.0029006004333500001,-0.0052582249045399999,-3.907464629637758e-16,2.7989763284885782e-15
42,data/1_2024/shard-000477.tar,589503,END,mild,17,47,64,320,-15,lt2,false,false,-0.00032790005207061768,-0.00075531005859375,-2.6077032089233398e-06,0,0.0085601955652236938,-0.00025704503059400001,-0.00077410042285899999,-7.085502147661767e-05,1.8790364265249991e-05
43,data/1_2024/shard-000477.tar,594375,START,mild,19,73,92,348,-27,lt2,false,true,-0.001109100878238678,0.0028223320841789246,0,0,-0.027117423713207245,-0.00120208412409,0.0028072819113699999,9.2983245851321981e-05,1.5050172808924681e-05
44,data/1_2024/shard-000477.tar,604375,END,mild,13,67,80,336,-27,lt2,false,true,7.5176358222961426e-06,0.0051807761192321777,0,0,-0.02084013819694519,7.5176358223e-06,0.0051807761192299998,-3.8573880417960837e-18,2.1779453240888813e-15
45,data/1_2024/shard-000477.tar,616503,START,mild,14,50,64,320,-18,lt2,false,false,-0.00014349073171615601,0.0016250088810920715,0,0,0.0014917328953742981,-0.00014349073171599999,0.0016250088810900001,-1.5601669262066409e-16,2.0714766707508048e-15
46,data/1_2024/shard-000477.tar,630375,END,mild,15,70,85,341,-27.5,lt2,false,false,0.00025323033332824707,-0.00025663524866104126,0,0,0.034034334123134613,0.00025323033332799998,-0.00025663524866100001,2.4708967510944646e-16,-4.1253892663073444e-17
47,data/1_2024/shard-000477.tar,637375,START,mild,9,61,70,326,-26,lt2,false,false,-0.0017982274293899536,0.00052714347839355469,0,0,0.059275537729263306,-0.00179822742939,0.00052714347839399997,4.640385298237959e-17,-4.4528183223979667e-16
48,data/1_2024/shard-000477.tar,656375,END,mild,3,99,102,358,-48,2to4,true,true,-0.0003055185079574585,0.001076921820640564,0,0,0.066890209913253784,-0.00030551850795699999,0.00107692182064,-4.5850909874411983e-16,5.6400197012695941e-16
49,data/1_2024/shard-000477.tar,656503,END,medium,39,80,119,375,-20.5,lt2,false,false,-0.0011597573757171631,0.0015215277671813965,0,0,-0.0043117403984069824,-0.00115975737572,0.00152152776718,2.8369234045255709e-15,1.3964523981613297e-15
50,data/1_2024/shard-000477.tar,663375,START,mild,6,67,73,329,-30.5,lt2,false,false,0.0039996802806854248,0.0077382773160934448,0,-1.7315149307250977e-05,0.027412742376327515,0.00400914251804,0.0077555924654000002,-9.4622373545752425e-06,-1.7315149306555352e-05
51,data/1_2024/shard-000477.tar,670375,START,mild,5,95,100,356,-45,2to4,true,true,0.0017383992671966553,0.0017942041158676147,0,0,0.035914137959480286,0.0017383992672,0.00179420411587,-3.3447637021177812e-15,-2.3852447794681098e-15
52,data/1_2024/shard-000477.tar,675503,END,medium,27,89,116,372,-31,lt2,false,true,0.00056415796279907227,0.0042212009429931641,3.8892030715942383e-05,-1.0274350643157959e-05,-0.051316492259502411,0.000582739710808,0.0042212009429899999,-1.8581748008927737e-05,3.1641356201816961e-15
53,data/1_2024/shard-000477.tar,680503,END,mild,25,81,106,362,-28,lt2,false,false,-0.0022855699062347412,0.0022747740149497986,0,0,0.04449288547039032,-0.0022855699062300002,0.0022747740149499998,-4.7409992598446138e-15,-2.0122792321330962e-16
54,data/1_2024/shard-000477.tar,685375,START,mild,8,90,98,354,-41,2to4,true,true,0.0030855238437652588,0.0048010051250457764,0,0,-0.0026998370885848999,0.0030855238437699998,0.0048010051250500004,-4.7409992598446138e-15,-4.2240516640035253e-15
55,data/1_2024/shard-000477.tar,685503,END,medium,31,97,128,384,-33,2to4,true,false,-0.004599250853061676,0.0011890307068824768,0,0,-0.017327278852462769,-0.0045992508530600003,0.0011890307068800001,-1.6757428777935957e-15,2.4767514428258863e-15
56,data/1_2024/shard-000477.tar,689503,END,mild,30,76,106,362,-23,lt2,false,true,0.0016964823007583618,0.0016903430223464966,0,0,0.0016103982925415039,0.00169648230076,0.0016903430223500001,-1.6382294826255972e-15,-3.503490900169659e-15
57,data/1_2024/shard-000477.tar,708375,END,mild,28,83,111,367,-27.5,lt2,false,true,0.0046279579401016235,0.0060175955295562744,0,0,0.01117861270904541,0.0046279579400999998,0.0060175955295599997,1.6237011735142914e-15,-3.7253186646601932e-15
58,data/1_2024/shard-000477.tar,734503,END,mild,18,37,55,311,-9.5,lt2,false,true,0.0012851245701313019,0.00031625851988792419,-3.1881034374237061e-05,-5.3569674491882324e-06,-0.033993877470493317,0.0012812428176399999,0.000325884670019,3.8817524913019753e-06,-9.6261501310758034e-06
59,data/1_2024/shard-000477.tar,738375,START,mild,20,86,106,362,-33,2to4,true,false,0.011877119541168213,0.0032111182808876038,0,0,-0.10882122069597244,0.0118771195412,0.0032111182808899998,-3.1787072973799013e-14,-2.3960868011929648e-15
60,data/1_2024/shard-000477.tar,739375,START,mild,0,110,110,366,-55,2to4,true,false,0.0064898133277893066,-0.001684233546257019,0,0,-0.073665246367454529,0.0064898133277899997,-0.0016842335462599999,-6.9302202865273443e-16,2.9809054530316459e-15
61,data/1_2024/shard-000477.tar,742375,END,mild,12,90,102,358,-39,2to4,true,true,0.010636501014232635,0.0047382637858390808,0,0,0.024083033204078674,0.0106365010142,0.0047382637858400002,3.2635352753551672e-14,-9.1940344226770776e-16
62,data/1_2024/shard-000477.tar,745375,START,medium,24,89,113,369,-32.5,2to4,true,true,0.00072495639324188232,0.00059580802917480469,0,0,-0.024974025785923004,0.00072495639324199996,0.00059580802917499995,-1.1763593571467723e-16,-1.9526481126463935e-16
63,data/1_2024/shard-000477.tar,748375,START,medium,40,95,135,391,-27.5,lt2,false,true,0.0013020634651184082,-0.00039637088775634766,0,0,0.027991771697998047,0.00130206346512,-0.00039637088775600001,-1.5918256296432176e-15,-3.47649426607477e-16
64,data/1_2024/shard-000477.tar,779503,START,mild,1,102,103,359,-50.5,2to4,true,false,0.0033030807971954346,-0.0011171624064445496,0,0,-0.14903951436281204,0.0033030807971999999,-0.00111716240644,-4.5653585079019621e-15,-4.5495291561836737e-15
65,data/1_2024/shard-000477.tar,782375,END,mild,2,104,106,362,-51,2to4,true,true,0.0084115937352180481,0.0020503178238868713,0,0,0.030113078653812408,0.0084115937352199997,0.0020522400736799999,-1.951563910473908e-15,-1.9222497931285776e-06
66,data/1_2024/shard-000477.tar,782503,START,mild,1,105,106,362,-52,2to4,true,false,0.0024417787790298462,0.0021684318780899048,0,0,0.11101718991994858,0.0024417787790300001,0.0021684318780900002,-1.5395670849294163e-16,-9.540979117872439e-17
67,data/1_2024/shard-000477.tar,788375,START,mild,30,72,102,358,-21,lt2,false,false,0.0011740103363990784,-0.00084463506937026978,-1.8954277038574219e-05,0,-0.0050839036703109741,0.0011737123131800001,-0.00079090148210500001,2.9802321907827431e-07,-5.3733587265269761e-05
68,data/1_2024/shard-000477.tar,798375,START,mild,14,71,85,341,-28.5,lt2,false,false,0.0034689530730247498,0.0036794990301132202,0,0,-0.047346629202365875,0.0034689530730200001,0.0036794990301100001,4.7496728772244978e-15,3.2200804522819482e-15
69,data/1_2024/shard-000477.tar,801375,START,mild,6,79,85,341,-36.5,2to4,true,false,0.0021765753626823425,0.0012827664613723755,0,0,0.037659019231796265,0.0021765753626799998,0.00128276646137,2.342744054306678e-15,2.3754869599157402e-15
70,data/1_2024/shard-000477.tar,806375,END,mild,2,103,105,361,-50.5,2to4,true,true,0.006058230996131897,-0.0011020749807357788,0,0,0.084657385945320129,0.0060582309961300001,-0.00110207498074,1.8969201209806386e-15,4.221232738355063e-15
71,data/1_2024/shard-000477.tar,811375,END,mild,18,87,105,361,-34.5,2to4,true,false,-0.00099465996026992798,0.0026201382279396057,0,0,0.011748924851417542,-0.00099465996026999997,0.0026201382279399999,7.1991024253037494e-17,-3.9421590991572941e-16
72,data/1_2024/shard-000477.tar,821503,END,mild,6,50,56,312,-22,lt2,false,false,0.0024453103542327881,-0.0012141689658164978,0,0,0.0099188908934593201,0.00244531035423,-0.00121416896582,2.7881343067637232e-15,3.5021898575626764e-15
73,data/1_2024/shard-000477.tar,838503,END,mild,11,95,106,362,-42,2to4,true,true,-0.0010048449039459229,0.0061261355876922607,0,0,-0.025189891457557678,-0.0010048449039500001,0.0061261355876900004,4.077250689848988e-15,2.2603446891977796e-15
74,data/1_2024/shard-000477.tar,859375,END,mild,5,49,54,310,-22,lt2,false,false,0.0014247223734855652,0.00031524151563644409,0,0,-0.042695470154285431,0.00142472237349,0.000315241515636,-4.4348205663347073e-15,4.4408920985006262e-16
75,data/1_2024/shard-000477.tar,868503,START,mild,16,84,100,356,-34,2to4,true,false,0.00035803020000457764,0.0036524832248687744,0,0,0.016462042927742004,0.00035803020000499999,0.00365248322487,-4.2235095629172825e-16,-1.2255821357776142e-15
76,data/1_2024/shard-000477.tar,876375,START,medium,4,110,114,370,-53,2to4,true,false,-0.0011052563786506653,0.0062088221311569214,0,0,0.028776094317436218,-0.00110525637865,0.0062088221311599997,-6.6526645303710552e-16,-3.0782668081208442e-15
77,data/1_2024/shard-000477.tar,886375,END,medium,59,119,178,434,-30,lt2,false,true,-0.00067752599716186523,0.00094069540500640869,0,0,-0.020902030169963837,-0.000677525997162,0.00094069540500599995,1.347663300399482e-16,4.0874421902703517e-16
78,data/1_2024/shard-000477.tar,897375,START,medium,16,130,146,402,-57,2to4,true,true,0.003011748194694519,0.0028230398893356323,0,0,0.023944422602653503,0.0030117481946900001,0.0028230398893399999,4.5189546549195825e-15,-4.3676000316406061e-15
79,data/1_2024/shard-000477.tar,903503,END,mild,9,97,106,362,-44,2to4,true,true,0.0025263428688049316,0.0034678280353546143,0,-4.9173831939697266e-06,0.0072486251592636108,0.0025486201047900002,0.0034284144640000002,-2.2277235985068526e-05,3.941357135461409e-05
80,data/1_2024/shard-000477.tar,912503,END,mild,33,75,108,364,-21,lt2,false,true,0.001346290111541748,0.0013323649764060974,0,0,0.039838232100009918,0.0013462901115400001,0.0013323649764100001,1.7479507424811302e-15,-3.9026941400788218e-15
81,data/1_2024/shard-000477.tar,926503,END,medium,18,110,128,384,-46,2to4,true,false,0.0054927915334701538,0.0077429711818695068,0,0,0.021964132785797119,0.0054927915334700003,0.0077429711818700004,1.5352302762394743e-16,-4.9352882891540162e-16
82,data/1_2024/shard-000477.tar,927503,END,mild,16,69,85,341,-26.5,lt2,false,false,0.0017097070813179016,0.0037856623530387878,0,0,0.0032614320516586304,0.00170970708132,0.00378566235304,-2.0983648846284453e-15,-1.212138028838794e-15
83,data/1_2024/shard-000477.tar,957503,START,medium,24,97,121,377,-36.5,2to4,true,false,0.0035413056612014771,0.00013697892427444458,0,0,-0.014974460005760193,0.0035413056611999999,0.000136978924274,1.4771170397942512e-15,4.4457710082768109e-16
84,data/1_2024/shard-000477.tar,966375,END,mild,16,69,85,341,-26.5,lt2,false,true,0.0015301331877708435,-0.0014410465955734253,0,0,0.036101065576076508,0.00153013318777,-0.0014410465955700001,8.4350929019372245e-16,-3.4252115033162056e-15
85,data/1_2024/shard-000477.tar,976375,START,mild,25,60,85,341,-17.5,lt2,false,true,-0.0012880712747573853,0.0012231916189193726,0,0,0.0014044046401977539,-0.0012880712747599999,0.0012231916189200001,2.6146619591660425e-15,-6.2753621743460997e-16
86,data/1_2024/shard-000477.tar,985375,END,mild,10,92,102,358,-41,2to4,true,false,0.0023596957325935364,0.0041416212916374207,0,0,-0.047724075615406036,0.0023596957325900001,0.0041416212916400002,3.5362338057787213e-15,-2.5795338087775121e-15
87,data/1_2024/shard-000477.tar,993503,START,medium,21,112,133,389,-45.5,2to4,true,false,0.0035149082541465759,0.001288488507270813,0,0,-0.007778562605381012,0.0035149082541499998,0.0012884885072700001,-3.423910460709223e-15,8.1293478892963122e-16
88,data/1_2024/shard-000477.tar,996375,START,mild,0,102,102,358,-51,2to4,true,false,-0.0013819485902786255,0.00053590536117553711,0,0,-0.12203061580657959,-0.00138194859028,0.00053590536117599996,1.3745515142771225e-15,-4.6284590743406184e-16
89,data/1_2024/shard-000477.tar,1005375,END,medium,12,111,123,379,-49.5,2to4,true,false,0.0038522481918334961,-0.0009767189621925354,0,0,-0.0085291415452957153,0.0038522481918300002,-0.00097671896219300009,3.4959014849622605e-15,4.646890511272872e-16
90,data/1_2024/shard-000477.tar,1006503,START,mild,16,45,61,317,-14.5,lt2,false,true,0.00035578757524490356,-0.00024732202291488647,0,0,-0.02638901025056839,0.000355787575245,-0.00024732202291499999,-9.6439783242585619e-17,1.1351596745923231e-16
91,data/1_2024/shard-000477.tar,1016375,END,mild,29,73,102,358,-22,lt2,false,true,-0.0024520307779312134,0.00027906149625778198,0,-8.9257955551147461e-06,-0.022190175950527191,-0.00242269039154,0.00031562894582699998,-2.9340386391213391e-05,-3.6567449569217998e-05
92,data/1_2024/shard-000477.tar,1019503,START,mild,15,91,106,362,-38,2to4,true,false,0.0016134679317474365,-0.0013176053762435913,0,8.3595514297485352e-06,-0.026274457573890686,0.0015785098075899999,-0.0013200938701600001,3.4958124157436583e-05,2.4884939164087835e-06
93,data/1_2024/shard-000477.tar,1027503,END,mild,26,80,106,362,-27,lt2,false,false,-0.0010188817977905273,0.0019052177667617798,0,0,0.0048600584268569946,-0.00101888179779,0.00190521776676,-5.2735593669694936e-16,1.7798262863522041e-15
94,data/1_2024/shard-000477.tar,1038503,END,mild,15,40,55,311,-12.5,lt2,false,true,0.0018751993775367737,0.0018747523427009583,0,0,-0.018330954015254974,0.0018751993775400001,0.0018747523427,-3.2263688248823641e-15,9.5821788004268882e-16
95,data/1_2024/shard-000477.tar,1040503,END,mild,2,82,84,340,-40,2to4,true,true,0.0019992142915725708,0.0038604289293289185,0,0,0.046922981739044189,0.0019992142915699999,0.0038604289293300001,2.5708601913976281e-15,-1.0816000872715392e-15
96,data/1_2024/shard-000477.tar,1054503,END,mild,3,55,58,314,-26,lt2,false,false,0.0046742558479309082,0.013672366738319397,0,0,0.0058107972145080566,0.0046742558479300001,0.013672366738299999,9.0812773967385851e-16,1.9397677908372657e-14
97,data/1_2024/shard-000477.tar,1059375,END,mild,17,86,103,359,-34.5,2to4,true,false,-0.00079257786273956299,0.0049424171447753906,0,0,0.013966947793960571,-0.00079257786274000003,0.0049424171447799998,4.3704189572890684e-16,-4.6091602756703764e-15
98,data/1_2024/shard-000477.tar,1078375,END,mild,1,101,102,358,-50,2to4,true,false,0.0016873069107532501,0.0058876574039459229,0,-1.0773539543151855e-05,0.032379519194364548,0.0017073452472699999,0.0058984309434900002,-2.0038336516749796e-05,-1.077353954407733e-05
99,data/1_2024/shard-000477.tar,1084375,START,mild,30,76,106,362,-23,lt2,false,false,0.00029611587524414062,0.0015776380896568298,0,0,-0.0054656863212585449,0.000296115875244,0.00157763808966,1.4062102177136993e-16,-3.170207152347615e-15
100,data/1_2024/shard-000477.tar,1089503,START,mild,7,103,110,366,-48,2to4,true,false,0.0034886747598648071,0.00018487870693206787,0,0,-0.020962513983249664,0.0034886747598600002,0.000184878706932,4.8069187519317325e-15,6.7871055997592578e-17
101,data/1_2024/shard-000477.tar,1092375,END,mild,16,79,95,351,-31.5,lt2,false,true,0.00064010173082351685,0.00048486143350601196,0,0,-0.017949149012565613,0.00064010173082399997,0.00048486143350599998,-4.8312048805954078e-16,1.1980434005964824e-17
102,data/1_2024/shard-000477.tar,1095503,END,mild,7,95,102,358,-44,2to4,true,false,0.00087560713291168213,0.0022441036999225616,0,0,-0.055268630385398865,0.00087560713291200002,0.0022441036999199999,-3.178880769727499e-16,2.5617528931487499e-15
103,data/1_2024/shard-000477.tar,1102503,START,medium,36,84,120,376,-24,lt2,false,false,0.0012368932366371155,0.0028221085667610168,0,0,-0.050465889275074005,0.0012368932366400001,0.0028221085667599999,-2.8846283001149331e-15,1.0169816377914032e-15
104,data/1_2024/shard-000477.tar,1105503,START,strong,90,200,290,546,-55,2to4,true,true,0.0017507150769233704,0.0018046274781227112,0,0,-0.083370380103588104,0.00175071507692,0.00180462747812,3.3703508733884391e-15,2.7111559525172524e-15
105,data/1_2024/shard-000477.tar,1115503,START,mild,6,98,104,360,-46,2to4,true,false,-0.00055103003978729248,0.0030259117484092712,0,0,0.032375603914260864,-0.00055103003978699996,0.0030259117484099998,-2.925177461365891e-16,-7.2858385991025898e-16
106,data/1_2024/shard-000477.tar,1118503,END,mild,6,104,110,366,-49,2to4,true,true,0.0012444555759429932,-0.00071243941783905029,0,0,0.0050106644630432129,0.0012444555759399999,-0.00071243941783899999,2.9932653577979806e-15,-5.0306980803327406e-17
107,data/1_2024/shard-000477.tar,1130503,END,mild,9,55,64,320,-23,lt2,false,true,0.00071963667869567871,0.0089989453554153442,7.1465969085693359e-05,0,-0.0068889409303665161,0.00071963667869599996,0.0089059621095700005,-3.2124910370745496e-16,9.298324584534369e-05
108,data/1_2024/shard-000477.tar,1142503,END,mild,11,53,64,320,-21,lt2,false,true,0.014962807297706604,0.024181976914405823,0,0,0.014747977256774902,0.0149628072977,0.024181976914400001,6.6040922730437046e-15,5.8217319853781646e-15
